Proposal code,Origin period season sequence,Period,Rabobank Region,Crop,Crop Naics code,Crop naics descripion,Area,Noise1,Noise2,Noise3,Yield,Cost,Price,Financial information sequence,Last update,Esport date and time
872,0,9/13/2020,Barreiras,Melancia irrigada,93,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,8197,0.73,2.01,0.56,446350.0,122170.0,361.0,10/26/2020,6/16/2021,5/10/2021
873,4,2/14/2021,Barreiras,Melancia irrigada,109,sed nisl nunc rhoncus dui vel sem sed sagittis nam,3066,0.04,0.2,0.23,155300.0,34660.0,145.0,9/20/2020,8/20/2021,12/11/2020
874,3,9/16/2021,Barreiras,Melancia irrigada,48,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,1598,-0.58,0.51,-0.85,50900.0,26180.0,-410.0,7/3/2021,10/30/2020,3/19/2021
875,3,6/18/2021,Barreiras,Abobora Irrigada,66,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,8375,0.58,-1.04,0.32,447750.0,62950.0,243.0,1/27/2021,6/24/2021,1/20/2021
876,3,8/27/2021,Barreiras,Melancia irrigada,73,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,1619,0.09,-0.84,-0.65,85450.0,-610.0,-309.0,7/7/2021,11/17/2020,3/26/2021
877,1,2/26/2021,Barreiras,Melancia irrigada,130,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,8002,0.27,-0.93,-1.0,413600.0,61420.0,-420.0,9/10/2021,9/4/2021,7/23/2021
878,2,10/5/2020,Barreiras,Melancia irrigada,16,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,1530,-0.59,-0.03,1.52,47000.0,14700.0,775.0,9/26/2020,11/21/2020,8/19/2021
879,4,10/8/2020,Barreiras,Melancia irrigada,41,est quam pharetra magna ac consequat metus sapien ut nunc,2579,0.76,0.33,1.05,166950.0,32390.0,550.0,8/15/2021,12/5/2020,1/28/2021
880,0,5/17/2021,Barreiras,Melancia irrigada,28,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,4181,0.72,1.57,0.43,245050.0,73210.0,256.0,3/20/2021,4/14/2021,5/31/2021
881,2,6/22/2021,Barreiras,Cebola Sequeiro,96,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,5814,-0.06,-0.04,-0.76,287700.0,57340.0,-322.0,8/16/2021,3/31/2021,1/22/2021
882,2,8/1/2021,Barreiras,Melancia irrigada,104,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,5683,0.99,0.45,-0.51,333650.0,65830.0,-199.0,11/16/2020,1/31/2021,11/7/2020
883,3,12/14/2020,Barreiras,Cebola Sequeiro,81,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,6682,0.29,0.58,-0.45,348600.0,78420.0,-159.0,7/6/2021,8/26/2021,1/8/2021
884,2,9/17/2020,Barreiras,Abobora Irrigada,132,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,958,1.21,1.5,0.15,108400.0,39580.0,84.0,6/25/2021,3/25/2021,5/3/2021
885,3,9/13/2021,Barreiras,Melancia irrigada,96,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,9340,-2.26,-0.79,1.19,354000.0,77600.0,688.0,3/31/2021,8/25/2021,6/10/2021
886,2,12/7/2020,Barreiras,Abobora Irrigada,59,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,1481,-0.47,-0.01,0.51,50550.0,14610.0,269.0,12/5/2020,10/12/2020,10/30/2020
887,0,3/19/2021,Barreiras,Melancia irrigada,140,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,8107,0.68,-1.34,0.99,439350.0,54270.0,576.0,5/22/2021,2/10/2021,6/18/2021
888,3,3/15/2021,Barreiras,Melancia irrigada,130,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,3065,-1.5,-0.81,0.37,78250.0,14450.0,215.0,12/13/2020,6/3/2021,9/15/2020
889,1,6/4/2021,Barreiras,Melancia irrigada,87,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,8260,-1.48,0.92,0.16,339000.0,101000.0,162.0,4/10/2021,2/19/2021,1/17/2021
890,2,12/31/2020,Barreiras,Abobora Irrigada,62,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,3943,-1.31,0.8,1.6,131650.0,55430.0,839.0,10/14/2020,6/1/2021,12/13/2020
891,4,8/28/2021,Barreiras,Cebola Sequeiro,2,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,6157,0.68,-0.8,-0.15,341850.0,45570.0,-14.0,1/20/2021,8/26/2021,6/6/2021
892,1,10/21/2020,Barreiras,Melancia irrigada,138,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,6866,0.5,-1.92,1.92,368300.0,30260.0,1028.0,1/17/2021,1/16/2021,6/19/2021
893,0,5/27/2021,Barreiras,Melancia irrigada,124,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,1269,0.69,-2.16,-0.57,97950.0,-30510.0,-273.0,12/21/2020,2/21/2021,10/20/2020
894,4,6/12/2021,Barreiras,Abobora Irrigada,56,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,1577,0.42,0.96,-0.46,99850.0,34970.0,-215.0,8/13/2021,11/5/2020,4/24/2021
895,2,7/21/2021,Barreiras,Melancia irrigada,52,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,6996,0.09,0.55,2.04,354300.0,80960.0,1089.0,9/15/2020,7/5/2021,5/8/2021
896,2,6/15/2021,Barreiras,Melancia irrigada,120,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,7302,-0.68,-1.8,-0.16,331100.0,37020.0,-7.0,8/1/2021,12/31/2020,5/13/2021
897,3,9/8/2021,Barreiras,Cebola Sequeiro,110,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,929,1.54,-1.07,-1.62,123450.0,-12110.0,-801.0,4/3/2021,2/17/2021,5/13/2021
898,0,5/12/2021,Barreiras,Melancia irrigada,39,curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,6364,0.15,-0.35,-0.33,325700.0,56640.0,-102.0,6/11/2021,9/21/2020,6/13/2021
899,4,11/21/2020,Barreiras,Cebola Sequeiro,54,blandit nam nulla integer pede justo lacinia eget tincidunt eget,5810,0.2,-1.74,2.33,300500.0,23300.0,1223.0,3/16/2021,10/24/2020,10/26/2020
900,1,12/17/2020,Barreiras,Abobora Irrigada,26,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,1686,-1.43,-0.8,0.67,12800.0,860.0,351.0,1/18/2021,7/5/2021,1/22/2021
901,0,9/21/2021,Barreiras,Melancia irrigada,128,dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,495,-1.2,0.32,-1.35,-35250.0,11350.0,-671.0,5/10/2021,9/14/2020,2/13/2021
902,4,11/10/2020,Barreiras,Cebola Sequeiro,5,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,8448,0.13,0.42,0.32,428900.0,92880.0,244.0,5/13/2021,4/30/2021,1/10/2021
903,2,10/31/2020,Barreiras,Abobora Irrigada,118,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,8721,-1.15,0.28,-0.68,378550.0,92810.0,-253.0,1/13/2021,3/4/2021,12/27/2020
904,0,5/25/2021,Barreiras,Cebola Sequeiro,98,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,7629,1.95,0.77,-2.04,478950.0,91690.0,-944.0,3/10/2021,12/7/2020,5/5/2021
905,3,11/16/2020,Barreiras,Abobora Irrigada,55,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,7509,0.68,-0.04,0.63,409450.0,74290.0,390.0,7/7/2021,7/18/2021,11/14/2020
906,4,12/6/2020,Barreiras,Cebola Sequeiro,149,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus,4812,-1.1,0.59,-0.75,185600.0,59920.0,-327.0,2/16/2021,7/8/2021,12/2/2020
907,4,11/15/2020,Barreiras,Abobora Irrigada,100,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,5374,0.55,0.99,-1.03,296200.0,73540.0,-462.0,7/27/2021,10/4/2020,8/15/2021
908,0,10/7/2020,Barreiras,Cebola Sequeiro,97,id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,5673,-1.57,0.42,-0.72,205150.0,65130.0,-304.0,1/12/2021,3/16/2021,1/9/2021
909,2,12/11/2020,Barreiras,Cebola Sequeiro,0,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,361,-0.46,1.57,0.22,-4950.0,35010.0,113.0,6/19/2021,3/9/2021,11/21/2020
910,3,9/1/2021,Barreiras,Abobora Irrigada,127,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,255,0.74,1.84,1.82,49750.0,39350.0,912.0,7/31/2021,12/29/2020,1/16/2021
911,4,6/21/2021,Barreiras,Melancia irrigada,132,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,6749,0.17,-0.52,0.18,345950.0,57090.0,157.0,1/2/2021,12/25/2020,7/22/2021
912,0,1/26/2021,Barreiras,Melancia irrigada,22,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,9095,-0.91,-0.91,-1.07,409250.0,72750.0,-445.0,9/9/2021,8/10/2021,9/3/2021
913,4,11/4/2020,Barreiras,Melancia irrigada,138,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,5626,1.21,0.28,-0.49,341800.0,61860.0,-189.0,12/21/2020,9/21/2020,12/13/2020
914,3,5/12/2021,Barreiras,Abobora Irrigada,104,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,7874,-1.1,0.25,-1.69,338700.0,83740.0,-767.0,2/12/2021,3/8/2021,11/2/2020
915,3,7/28/2021,Barreiras,Cebola Sequeiro,104,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,6515,0.72,2.46,0.05,361750.0,114350.0,90.0,3/20/2021,3/22/2021,8/27/2021
916,4,9/29/2020,Barreiras,Melancia irrigada,22,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,1135,-0.22,0.89,-1.28,45750.0,29150.0,-629.0,10/30/2020,9/4/2021,2/9/2021
917,1,10/6/2020,Barreiras,Cebola Sequeiro,36,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,7554,-1.41,0.03,0.28,307200.0,76140.0,215.0,5/31/2021,10/20/2020,10/5/2020
918,1,2/6/2021,Barreiras,Melancia irrigada,102,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,8625,-0.04,1.78,0.27,429250.0,121850.0,221.0,10/7/2020,3/3/2021,10/29/2020
919,3,1/10/2021,Barreiras,Cebola Sequeiro,59,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,6826,-0.44,-1.88,0.33,319300.0,30660.0,233.0,1/12/2021,7/9/2021,5/21/2021
920,2,7/7/2021,Barreiras,Melancia irrigada,48,ac enim in tempor turpis nec euismod scelerisque quam turpis,9320,-1.21,0.46,0.05,405500.0,102400.0,118.0,1/17/2021,10/31/2020,12/1/2020
921,0,1/16/2021,Barreiras,Melancia irrigada,1,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,2324,0.41,0.11,0.65,136700.0,25440.0,348.0,2/1/2021,12/11/2020,4/18/2021
922,2,11/20/2020,Barreiras,Melancia irrigada,114,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,6499,2.23,0.84,0.14,436450.0,81790.0,134.0,3/30/2021,2/9/2021,6/25/2021
923,1,6/27/2021,Barreiras,Melancia irrigada,102,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,2374,-1.53,-0.53,0.34,42200.0,13140.0,193.0,9/16/2020,10/21/2020,4/15/2021
924,3,10/5/2020,Barreiras,Abobora Irrigada,96,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,3572,0.59,2.6,0.53,208100.0,87720.0,300.0,12/23/2020,12/15/2020,10/12/2020
925,0,4/26/2021,Barreiras,Melancia irrigada,17,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,2455,-0.78,1.34,-1.09,83750.0,51350.0,-521.0,2/22/2021,9/17/2020,10/14/2020
926,0,5/16/2021,Barreiras,Melancia irrigada,120,posuere nonummy integer non velit donec diam neque vestibulum eget,6662,1.02,1.95,-0.71,384100.0,105620.0,-289.0,7/2/2021,11/23/2020,4/11/2021
927,1,4/19/2021,Barreiras,Melancia irrigada,51,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,5030,0.21,2.91,2.08,262000.0,108500.0,1090.0,5/21/2021,5/18/2021,12/30/2020
928,2,3/25/2021,Barreiras,Melancia irrigada,21,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,1783,-0.19,-0.21,-1.65,79650.0,13630.0,-808.0,10/27/2020,9/19/2020,11/7/2020
929,3,7/27/2021,Barreiras,Abobora Irrigada,21,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,3410,2.13,-0.62,-1.27,277000.0,21700.0,-601.0,12/2/2020,7/16/2021,3/22/2021
930,2,11/10/2020,Barreiras,Melancia irrigada,102,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,8701,0.79,0.66,-0.9,474550.0,100210.0,-363.0,5/3/2021,11/21/2020,2/10/2021
931,3,7/18/2021,Barreiras,Abobora Irrigada,60,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,9577,0.38,0.67,-0.18,497850.0,109170.0,5.0,10/17/2020,1/12/2021,8/19/2021
932,2,1/8/2021,Barreiras,Melancia irrigada,26,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,1220,-1.55,-0.85,1.49,-16500.0,-4800.0,757.0,10/9/2020,4/12/2021,1/8/2021
933,2,8/14/2021,Barreiras,Cebola Sequeiro,117,a pede posuere nonummy integer non velit donec diam neque vestibulum eget,7357,-0.1,-0.81,-0.68,362850.0,57370.0,-267.0,10/11/2020,10/19/2020,8/19/2021
934,2,11/11/2020,Barreiras,Melancia irrigada,115,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,5565,0.54,-0.63,0.32,305250.0,43050.0,215.0,11/28/2020,4/16/2021,6/3/2021
935,4,11/18/2020,Barreiras,Cebola Sequeiro,142,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,7383,-0.28,0.66,-0.05,355150.0,87030.0,48.0,2/6/2021,4/1/2021,7/20/2021
936,2,10/14/2020,Barreiras,Cebola Sequeiro,2,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,265,-0.49,0.92,-0.08,-11250.0,21050.0,-38.0,12/10/2020,7/20/2021,11/11/2020
937,0,11/7/2020,Barreiras,Abobora Irrigada,141,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,4967,-0.12,0.74,-0.57,242350.0,64470.0,-236.0,7/6/2021,2/21/2021,12/2/2020
938,1,11/10/2020,Barreiras,Abobora Irrigada,26,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,7638,0.61,0.82,0.54,412400.0,92780.0,346.0,4/25/2021,10/15/2020,3/11/2021
939,1,4/14/2021,Barreiras,Melancia irrigada,121,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,3487,1.33,0.27,-0.76,240850.0,40270.0,-346.0,2/16/2021,1/12/2021,11/8/2020
940,3,8/2/2021,Barreiras,Melancia irrigada,49,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,880,-0.16,0.36,0.79,36000.0,16000.0,403.0,1/19/2021,2/11/2021,2/15/2021
941,4,4/10/2021,Barreiras,Cebola Sequeiro,66,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,3056,-0.63,1.34,-0.18,121300.0,57360.0,-60.0,5/31/2021,5/3/2021,9/2/2021
942,3,5/18/2021,Barreiras,Abobora Irrigada,57,est risus auctor sed tristique in tempus sit amet sem,1641,-1.12,1.81,1.57,26050.0,52610.0,801.0,11/11/2020,9/27/2020,12/12/2020
943,1,3/1/2021,Barreiras,Melancia irrigada,6,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,2293,-2.21,0.56,0.37,4150.0,34130.0,207.0,11/28/2020,11/22/2020,6/2/2021
944,3,11/2/2020,Barreiras,Melancia irrigada,72,commodo placerat praesent blandit nam nulla integer pede justo lacinia,1927,-0.12,1.42,0.74,90350.0,47670.0,389.0,6/10/2021,5/12/2021,4/20/2021
945,2,3/7/2021,Barreiras,Abobora Irrigada,112,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,8792,-1.24,1.24,-0.51,377600.0,112720.0,-168.0,6/9/2021,5/14/2021,12/2/2020
946,3,9/2/2021,Barreiras,Abobora Irrigada,22,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,5801,1.25,0.73,-1.48,352550.0,72610.0,-682.0,1/24/2021,8/15/2021,9/14/2020
947,0,5/17/2021,Barreiras,Abobora Irrigada,67,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,8810,-0.9,0.68,-1.48,395500.0,101700.0,-652.0,12/2/2020,6/18/2021,11/14/2020
948,4,12/13/2020,Barreiras,Melancia irrigada,20,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,5222,1.36,0.76,-1.22,329100.0,67420.0,-558.0,11/3/2020,5/29/2021,4/15/2021
949,4,9/26/2020,Barreiras,Cebola Sequeiro,79,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,556,-0.87,-0.26,-1.24,-15700.0,360.0,-615.0,1/29/2021,10/29/2020,1/30/2021
950,3,4/30/2021,Barreiras,Cebola Sequeiro,19,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,3544,0.48,-0.99,-0.42,201200.0,15640.0,-175.0,4/12/2021,12/27/2020,10/10/2020
951,1,3/24/2021,Barreiras,Melancia irrigada,25,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh,7480,-0.54,-1.05,3.16,347000.0,53800.0,1654.0,6/1/2021,8/3/2021,7/5/2021
952,0,9/15/2021,Barreiras,Abobora Irrigada,91,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,3758,1.5,-0.51,-1.43,262900.0,27380.0,-678.0,8/29/2021,1/12/2021,9/30/2020
953,4,3/15/2021,Barreiras,Cebola Sequeiro,65,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,4542,0.69,0.17,1.18,261600.0,48820.0,635.0,9/11/2021,2/7/2021,5/23/2021
954,1,10/27/2020,Barreiras,Melancia irrigada,36,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,6684,-2.22,-0.63,0.39,223200.0,54240.0,261.0,2/2/2021,9/24/2020,6/7/2021
955,4,10/9/2020,Barreiras,Melancia irrigada,42,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,5254,-0.62,2.15,-0.21,231700.0,95540.0,-53.0,8/31/2021,4/15/2021,4/2/2021
956,2,2/16/2021,Barreiras,Melancia irrigada,34,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,9227,-1.24,1.75,1.1,399350.0,127270.0,642.0,7/22/2021,12/30/2020,12/26/2020
957,0,4/18/2021,Barreiras,Cebola Sequeiro,61,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,6762,-0.48,0.25,-0.11,314100.0,72620.0,12.0,4/29/2021,10/13/2020,1/3/2021
958,1,11/1/2020,Barreiras,Abobora Irrigada,26,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,166,-1.47,1.09,-0.34,-65200.0,23460.0,-169.0,3/25/2021,2/16/2021,3/14/2021
959,0,9/20/2020,Barreiras,Abobora Irrigada,23,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,9481,0.22,0.23,-0.87,485050.0,99410.0,-341.0,3/23/2021,12/13/2020,7/19/2021
960,1,2/4/2021,Barreiras,Melancia irrigada,1,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,3728,0.99,-1.61,0.01,235900.0,5080.0,42.0,10/15/2020,7/20/2021,4/17/2021
961,4,9/3/2020,Barreiras,Melancia irrigada,94,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,4043,-0.18,-0.18,-0.24,193150.0,36830.0,-80.0,10/4/2020,12/15/2020,5/9/2021
962,3,2/10/2021,Barreiras,Melancia irrigada,72,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,4450,-0.18,0.04,-0.76,213500.0,45300.0,-336.0,12/11/2020,10/27/2020,8/26/2021
963,0,6/23/2021,Barreiras,Abobora Irrigada,31,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,7423,-0.37,-1.06,-0.44,352650.0,53030.0,-146.0,9/13/2021,9/7/2021,12/19/2020
964,4,6/15/2021,Barreiras,Melancia irrigada,32,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,1966,0.21,0.55,-0.87,108800.0,30660.0,-416.0,4/1/2021,1/4/2021,3/12/2021
965,2,4/13/2021,Barreiras,Melancia irrigada,108,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,2819,0.1,0.96,0.21,145950.0,47390.0,133.0,11/16/2020,4/13/2021,10/4/2020
966,0,12/1/2020,Barreiras,Cebola Sequeiro,122,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,938,1.55,-0.89,-1.14,124400.0,-8420.0,-561.0,2/4/2021,6/27/2021,7/22/2021
